Station,Site Name,Network Code,Blockette 052,Azimuth,Channel Flags,Channel Identifier,Data Format Identifier Code,Data Record Length,Dip,Elevation,End Date,Instrument Identifier,Latitude,Local Depth,Location Identifier,Longitude,Max Clock Drift,Number Of Comments,Optional Comment,Record Id,Record Type,Sample Rate,Start Date,Subchannel Identifier,Units Of Calibration Input,Units Of Signal Response,Update Flag,Blockette 058,Frequency,Number Of History Values,Sensitivity Gain,Stage Sequence Number
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,7.9,2009-03-24T00:00:00.000000Z,5,18.72961,1.0,,-64.33254,0.0,0,,None,S,40.0,2007-09-11T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,BHZ,2,12,-90.0,7.9,2009-03-24T00:00:00.000000Z,5,18.72961,1.0,,-64.33254,0.0,0,,None,S,40.0,2007-09-11T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,90.0,CG,HNE,2,12,0.0,7.9,2009-03-24T00:00:00.000000Z,4,18.72961,1.0,,-64.33254,0.0,0,,None,S,100.0,2007-09-11T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,HNN,2,12,0.0,7.9,2009-03-24T00:00:00.000000Z,4,18.72961,1.0,,-64.33254,0.0,0,,None,S,100.0,2007-09-11T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,HNZ,2,12,-90.0,7.9,2009-03-24T00:00:00.000000Z,4,18.72961,1.0,,-64.33254,0.0,0,,None,S,100.0,2007-09-11T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,7.9,2011-10-20T00:00:00.000000Z,6,18.72961,1.0,,-64.33254,0.0,0,Guralp CMG3ESP T3C73,None,S,40.0,2009-03-24T00:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,627296000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,7.9,2011-10-20T00:00:00.000000Z,6,18.72961,1.0,,-64.33254,0.0,0,Guralp CMG3ESP T3C73,None,S,40.0,2009-03-24T00:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,629812000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,7.9,2011-10-20T00:00:00.000000Z,6,18.72961,1.0,,-64.33254,0.0,0,Guralp CMG3ESP T3C73,None,S,40.0,2009-03-24T00:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,624780000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,90.0,CG,HNE,3,12,0.0,7.9,2011-10-20T00:00:00.000000Z,7,18.72961,1.0,,-64.33254,0.0,0,S/N: 1838,None,S,100.0,2009-03-24T00:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,523910.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,HNN,3,12,0.0,7.9,2011-10-20T00:00:00.000000Z,7,18.72961,1.0,,-64.33254,0.0,0,S/N: 1838,None,S,100.0,2009-03-24T00:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,524413.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,7.9,2011-10-20T00:00:00.000000Z,7,18.72961,1.0,,-64.33254,0.0,0,S/N: 1838,None,S,100.0,2009-03-24T00:00:00.000000Z,0,2,9,N,Channel Sensitivity Gain Blockette,0.05,0,523868.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,90.0,CG,BHE,2,12,0.0,7.9,2015-08-31T00:00:00.000000Z,5,18.72961,1.0,,-64.33254,0.0,0,,None,S,40.0,2011-10-20T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,7.9,2015-08-31T00:00:00.000000Z,5,18.72961,1.0,,-64.33254,0.0,0,,None,S,40.0,2011-10-20T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,BHZ,2,12,-90.0,7.9,2015-08-31T00:00:00.000000Z,5,18.72961,1.0,,-64.33254,0.0,0,,None,S,40.0,2011-10-20T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,90.0,CG,HNE,3,12,0.0,7.9,,4,18.72961,1.0,,-64.33254,0.0,0,"2g, Q330",None,S,100.0,2011-10-20T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,HNN,3,12,0.0,7.9,,4,18.72961,1.0,,-64.33254,0.0,0,"2g, Q330",None,S,100.0,2011-10-20T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,HNZ,3,12,-90.0,7.9,,4,18.72961,1.0,,-64.33254,0.0,0,"2g, Q330",None,S,100.0,2011-10-20T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,90.0,CG,BHE,3,12,0.0,7.9,,6,18.72961,1.0,,-64.33254,0.0,0,"CMG3ESP T34714, Q330",None,S,40.0,2015-08-31T00:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,623103000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,BHN,3,12,0.0,7.9,,6,18.72961,1.0,,-64.33254,0.0,0,"CMG3ESP T34714, Q330",None,S,40.0,2015-08-31T00:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,625619000.0,0
ABVI,"Anegada, BVI",PR,Channel Identifier Blockette,0.0,CG,BHZ,3,12,-90.0,7.9,,6,18.72961,1.0,,-64.33254,0.0,0,"CMG3ESP T34714, Q330",None,S,40.0,2015-08-31T00:00:00.000000Z,0,2,1,N,Channel Sensitivity Gain Blockette,0.05,0,618910000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHE,2,12,-90.0,119.9,2004-10-29T00:00:00.000000Z,3,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2004-02-02T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,1258260000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,119.9,2004-10-29T00:00:00.000000Z,3,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2004-02-02T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,1258260000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,BHZ,2,12,0.0,119.9,2004-10-29T00:00:00.000000Z,3,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2004-02-02T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,1258260000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNE,2,12,-90.0,119.9,2004-10-29T00:00:00.000000Z,8,18.46749,0.0,,-67.11118,0.0,0,,None,S,100.0,2004-02-02T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,629130.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNN,2,12,0.0,119.9,2004-10-29T00:00:00.000000Z,8,18.46749,0.0,,-67.11118,0.0,0,,None,S,100.0,2004-02-02T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,629130.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,HNZ,2,12,0.0,119.9,2004-10-29T00:00:00.000000Z,8,18.46749,0.0,,-67.11118,0.0,0,,None,S,100.0,2004-02-02T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,629130.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHE,2,12,-90.0,119.9,2005-06-25T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2004-10-29T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,1258260000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,119.9,2005-06-25T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2004-10-29T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,1258260000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,BHZ,2,12,0.0,119.9,2005-06-25T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2004-10-29T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,1258260000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNE,2,12,-90.0,119.9,2005-06-25T00:00:00.000000Z,8,18.46749,0.0,,-67.11118,0.0,0,,None,S,100.0,2004-10-29T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,629130.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNN,2,12,0.0,119.9,2005-06-25T00:00:00.000000Z,8,18.46749,0.0,,-67.11118,0.0,0,,None,S,100.0,2004-10-29T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,629130.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,HNZ,2,12,0.0,119.9,2005-06-25T00:00:00.000000Z,8,18.46749,0.0,,-67.11118,0.0,0,,None,S,100.0,2004-10-29T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,629130.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,BHE,2,12,0.0,119.9,2006-01-13T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2005-06-25T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,119.9,2006-01-13T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2005-06-25T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHZ,2,12,-90.0,119.9,2006-01-13T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2005-06-25T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,HNE,2,12,0.0,119.9,2010-10-19T00:00:00.000000Z,9,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2005-06-25T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,209715.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNN,2,12,0.0,119.9,2010-10-19T00:00:00.000000Z,9,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2005-06-25T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,209715.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNZ,2,12,-90.0,119.9,2010-10-19T00:00:00.000000Z,9,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2005-06-25T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,209715.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,BHE,2,12,0.0,119.9,2007-03-19T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2006-01-13T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,119.9,2007-03-19T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2006-01-13T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHZ,2,12,-90.0,119.9,2007-03-19T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2006-01-13T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,BHE,2,12,0.0,119.9,2010-10-19T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2007-03-19T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,119.9,2010-10-19T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2007-03-19T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHZ,2,12,-90.0,119.9,2010-10-19T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2007-03-19T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,BHE,2,12,0.0,119.9,2012-01-17T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2010-10-19T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,119.9,2012-01-17T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2010-10-19T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHZ,2,12,-90.0,119.9,2012-01-17T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2010-10-19T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,HNE,2,12,0.0,119.9,2012-01-17T00:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2010-10-19T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNN,2,12,0.0,119.9,2012-01-17T00:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2010-10-19T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNZ,2,12,-90.0,119.9,2012-01-17T00:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2010-10-19T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,BHE,2,12,0.0,119.9,2019-10-28T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2012-01-17T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,119.9,2019-10-28T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2012-01-17T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHZ,2,12,-90.0,119.9,2019-10-28T00:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,,None,S,40.0,2012-01-17T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,HNE,2,12,0.0,119.9,2019-10-28T00:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2012-01-17T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNN,2,12,0.0,119.9,2019-10-28T00:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2012-01-17T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNZ,2,12,-90.0,119.9,2019-10-28T00:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,,None,S,100.0,2012-01-17T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,8.0,CG,HHE,2,12,0.0,119.9,2019-10-29T00:00:00.000000Z,10,18.46749,3.0,00,-67.11118,0.0,0,,None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,278.0,CG,HHN,2,12,0.0,119.9,2019-10-29T00:00:00.000000Z,10,18.46749,3.0,00,-67.11118,0.0,0,,None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HHZ,2,12,-90.0,119.9,2019-10-29T00:00:00.000000Z,10,18.46749,3.0,00,-67.11118,0.0,0,,None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,HNE,2,12,0.0,119.9,2019-10-29T00:00:00.000000Z,11,18.46749,2.0,00,-67.11118,0.0,0,,None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNN,2,12,-90.0,119.9,2019-10-29T00:00:00.000000Z,11,18.46749,2.0,00,-67.11118,0.0,0,,None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,204000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNZ,2,12,-90.0,119.9,2019-10-29T00:00:00.000000Z,11,18.46749,0.0,00,-67.11118,0.0,0,,None,S,100.0,2019-10-28T00:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,1000000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,BHE,2,12,0.0,119.9,2020-02-27T16:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,Q330,None,S,40.0,2019-10-28T16:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHN,2,12,0.0,119.9,2020-02-27T16:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,Q330,None,S,40.0,2019-10-28T16:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,BHZ,2,12,-90.0,119.9,2020-02-27T16:00:00.000000Z,5,18.46749,2.0,,-67.11118,0.0,0,Q330,None,S,40.0,2019-10-28T16:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,838860000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,90.0,CG,HNE,2,12,0.0,119.9,2020-02-27T16:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,Q330,None,S,100.0,2019-10-28T16:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNN,2,12,0.0,119.9,2020-02-27T16:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,Q330,None,S,100.0,2019-10-28T16:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HNZ,2,12,-90.0,119.9,2020-02-27T16:00:00.000000Z,4,18.46749,2.0,,-67.11118,0.0,0,Q330,None,S,100.0,2019-10-28T16:00:00.000000Z,0,2,8,N,Channel Sensitivity Gain Blockette,1.0,0,427693.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,278.0,CG,HH1,3,12,0.0,119.9,,10,18.46749,3.0,00,-67.11118,0.0,0,"SN 0789, Centaur",None,S,100.0,2019-10-29T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,8.0,CG,HH2,3,12,0.0,119.9,,10,18.46749,3.0,00,-67.11118,0.0,0,"SN 0789, Centaur",None,S,100.0,2019-10-29T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
AGPR,"Aguadilla, Finca La Montana",PR,Channel Identifier Blockette,0.0,CG,HHZ,3,12,-90.0,119.9,,10,18.46749,3.0,00,-67.11118,0.0,0,"SN 0789, Centaur",None,S,100.0,2019-10-29T00:00:00.000000Z,0,2,5,N,Channel Sensitivity Gain Blockette,1.0,0,481000000.0,0
